minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Penelope,0.620075206618854,29.112240425972093,15.360007714760846,31.109219081622182,6.368290555945641,21.318096925001647,12.108169541535963,22.493003977608538
12,Daffy Duck,0.6334153344183845,27.985058382645636,14.733355750069824,33.67312813722233,5.071286438241229,12.850980393885859,13.495799458623184,32.52290804774524
24,Sylvester,0.6275141999834046,27.32088653105297,14.750767930905255,35.27454080371296,8.603451573540429,18.867224934657987,13.597321441497709,28.598468811313687
24,Marvin the Martian,0.6092618830921971,31.409387573035097,13.896883165499244,30.735189168168933,7.027725223218679,20.405160810398645,10.031213853644305,20.209700441946552
24,Road Runner,0.6250190426298039,24.582214615274843,14.634821367819821,38.16769914102822,6.327428504444238,23.96108435248071,10.400480876664112,22.96300334170433
24,Foghorn Leghorn,0.6240851955324143,27.80396850776186,15.092624428597324,36.63616002435087,4.562184492587538,20.88579082523213,12.74916369672986,27.663030046735294
24,Bugs Bunny,0.6408575469817939,28.870617031213545,16.379264108495928,31.384747895479787,4.06810810321558,17.6935286984893,14.64100780443042,29.58956374297189
24,Elmer Fudd,0.6087839377292606,29.296101689314334,15.103147197596707,36.35350082227252,4.701193527625248,22.92859962860141,14.140470843448611,27.39410968395203
24,Lola Bunny,0.6384297698693349,29.26603290333356,13.962257560965424,37.66840414600149,4.647337798261463,21.080824958294325,16.820765715113296,35.38032002095745
24,Porky Pig,0.6201238927305907,27.807856466568474,14.806371431657102,36.39171914913758,7.873996032013055,18.64099375772142,16.529934612609953,33.25772986094013
24,Tasmanian Devil,0.598846304495112,21.23018536561439,15.280021355908325,34.51936615814548,4.5394658843608955,18.361875531194656,8.96924565829298,20.52912940611904
24,Gossamer,0.6025052104092805,31.87408528176912,14.033980780721276,33.32658129822809,4.605637288311478,16.302564480547048,12.417609124225203,27.80853674056663
24,Granny,0.6111180700723177,31.322356825977714,14.64696953143096,34.46194982751837,6.672372748486098,29.281476012204667,11.933819552836612,19.3538161373493
24,Wile E. Coyote,0.6163022325623834,34.0690259691531,14.134741326784365,37.79823030666329,4.572214794040368,21.86923486566252,14.901920770437382,31.44125972005576
24,Tweety,0.6097849055036417,23.161837748991914,13.071758747333059,31.971540379067235,6.439607221301259,25.88462037209942,11.050931842833325,18.796646582353524
24,Penelope,0.6191197677642111,28.164494445894782,15.024555854431101,28.28114529860787,7.961611054367109,19.320054436458424,10.669909343301146,19.679159105414712
24,Daffy Duck,0.6220928865571312,30.657708730964025,14.7311906470078,32.989783666774834,6.157712592428273,22.168999314030774,12.580788166788235,24.41790162090488
36,Sylvester,0.6194320991019986,32.50242777838106,15.159971783433555,36.951774818308984,7.640313476649177,20.31536181778536,14.299736667836104,29.744641144678496
36,Marvin the Martian,0.5989343257618015,31.44656774412664,14.405669573710878,30.716989214475515,5.788295686768522,25.488463940490956,11.459979317450355,18.4768838929813
36,Road Runner,0.6254434910562225,24.040012930105355,14.135403265994459,37.73970085220711,6.500502192560879,27.645078684520758,17.37051091603076,30.30476629617481
36,Foghorn Leghorn,0.6138258074226818,34.18417831637609,15.649438053909787,32.8862400081013,6.287351352076069,21.270319050641824,15.456280276958688,28.23678729897904
36,Bugs Bunny,0.6267455481113967,34.0571603640379,15.915808416482351,37.25779727021106,6.116316820040508,24.99003480086179,14.62366593542127,28.013563651849076
36,Elmer Fudd,0.6213000063080579,34.70547514193307,14.50311140530461,35.303900794188294,4.243705452051151,23.037090103611693,17.879942729300687,33.582339986935224
36,Lola Bunny,0.6322427737520375,34.02228254933965,12.724572301460274,35.910226014786275,4.113341725230224,15.640706671570037,17.100443910786154,39.02307077117202
36,Porky Pig,0.6243803590809449,30.406050101625773,15.749389913772939,36.91138112404305,5.600246574555049,26.99028677344063,11.93112487752775,22.55782696920901
36,Tasmanian Devil,0.6178067456603534,25.641595698210704,14.774294694786832,32.391557176202255,5.476654956058784,17.948446134278857,8.665211590144736,20.64835214233711
36,Gossamer,0.6171545275515683,32.75501645745882,14.534086921436861,31.583457745669165,6.411579753661461,15.807142690203454,9.833092797682191,23.673205876233588
36,Granny,0.601982086330281,27.9038649100639,13.272454568166332,35.6708610677974,7.496688796053322,23.501373112227423,12.335697957568991,23.91720542417317
36,Wile E. Coyote,0.6208524414240773,34.46872568309769,14.2272424311353,33.57420687063336,6.232446444703644,24.384373461536182,14.950151742007204,27.250234374363046
36,Tweety,0.6083142413637341,27.04037501548091,13.763534724140605,34.01737169230988,7.441479615545909,25.9984692254767,13.463148080766022,22.96140878131532
36,Penelope,0.6115969796537513,27.618138013317857,14.634881873614004,31.4845177107201,8.951381031342397,16.985445264586215,11.964193001262682,24.326776314555154
36,Daffy Duck,0.6246492154219565,28.304370572603155,16.238386231970026,34.531465426994366,6.293012954487178,22.40538527850332,14.728771019135264,27.21848773113951
